company_id,first_purchase,last_purchase,frequency,monetary,recency,customer_age_days,n_products,Возврат,Новая,Продление,Расширение
comp_230208ef12f2,2018-11-09,2023-04-10,6,97000,186,1799,1,1,1,4,0
comp_230e11a5583e,2019-10-04,2019-10-04,1,21000,1470,1470,2,0,2,0,0
comp_2311eafce6de,2014-07-25,2023-04-09,13,327000,187,3367,3,0,0,12,0
comp_2363024f7f6e,2017-02-14,2023-09-30,73,1559000,13,2432,7,0,5,103,11
comp_2386eb83e846,2022-09-23,2023-09-25,6,70000,18,385,1,0,2,4,0
comp_23902342e5d2,2020-04-14,2021-12-25,3,126000,657,1277,3,0,3,3,0
comp_23913162c5ee,2021-03-20,2021-03-20,1,11000,937,937,1,0,1,0,0
comp_23c4e755e24e,2015-09-29,2015-12-20,3,32000,2854,2936,1,,,,
comp_23d0fde4d8e1,2015-11-21,2023-01-25,10,375000,261,2883,3,0,1,12,4
comp_23fae0cb5574,2014-10-10,2020-03-22,7,118000,1300,3290,2,0,1,2,0
comp_2415830093b3,2020-10-19,2020-10-19,1,11000,1089,1089,1,0,1,0,0
comp_24392d5d127e,2022-04-04,2023-04-22,3,268000,174,557,3,0,3,3,1
comp_2477dcfdc54f,2022-12-26,2022-12-26,1,52000,291,291,2,0,4,0,0
comp_247f9c1e9862,2020-04-21,2022-12-29,10,846000,288,1270,5,3,0,25,0
comp_25ab7e3cabb8,2014-11-28,2023-06-30,6,118000,105,3241,3,2,3,3,2
comp_25c650a27689,2023-02-10,2023-09-11,2,31000,32,245,1,0,1,1,0
comp_26166523fb51,2020-08-26,2022-08-26,3,60000,413,1143,4,0,1,4,0
comp_26433057f937,2020-03-21,2023-03-21,4,84000,206,1301,2,0,1,3,0
comp_2661cea9a842,2015-04-04,2021-12-25,16,663000,657,3114,5,1,1,4,0
comp_2687d8d66870,2017-07-05,2023-01-24,14,676000,262,2291,4,2,1,23,0
comp_268c7982cc7c,2019-10-25,2023-01-25,5,113000,261,1449,4,0,2,5,0
comp_269f6c1c627d,2021-08-23,2021-08-23,1,19000,781,781,1,0,1,0,0
comp_26bbe619d210,2015-04-01,2023-10-01,10,271000,12,3117,5,3,1,8,0
comp_26dab42a9212,2022-12-28,2022-12-28,1,44000,289,289,3,0,3,0,0
comp_27010fd3d83b,2020-10-20,2021-04-10,5,50000,916,1088,1,0,2,3,0
comp_2717911b4fcd,2016-09-01,2023-03-19,25,4691000,208,2598,9,0,3,31,2
comp_272c6c139d9b,2018-02-17,2023-02-01,6,179000,254,2064,4,5,1,11,0
comp_280facac34a6,2023-02-12,2023-02-12,1,31000,243,243,3,0,3,0,0
comp_281dd5504072,2020-08-01,2022-08-06,3,33000,433,1168,1,0,1,2,0
comp_284f817552cf,2018-04-13,2021-12-26,7,383000,656,2009,4,4,1,11,2
comp_28eb46eee076,2018-04-14,2020-05-30,3,36000,1231,2008,1,1,1,1,0
comp_2917140c4d20,2015-10-01,2016-09-30,2,34000,2569,2934,1,0,1,0,0
comp_291d981279d3,2014-11-13,2014-11-13,1,12000,3256,3256,1,0,1,0,0
comp_2921da790be9,2022-02-16,2022-02-16,1,10000,604,604,1,0,1,0,0
comp_29627d612724,2020-02-10,2023-04-04,4,73000,192,1341,3,1,2,2,0
comp_29927d4b4629,2022-12-16,2022-12-16,1,11000,301,301,1,0,1,0,0
comp_29a25ab1034c,2020-01-28,2021-09-06,3,39000,767,1354,1,0,1,2,0
comp_29c2b09da389,2015-12-25,2017-05-27,7,113000,2330,2849,2,0,1,0,0
comp_29c461975f09,2022-09-25,2022-09-25,1,141000,383,383,2,0,2,0,0
comp_29e796656e76,2014-12-12,2017-01-15,5,66000,2462,3227,2,0,2,0,0
comp_2a2ac6fee708,2019-08-31,2020-12-20,6,114000,1027,1504,2,4,2,5,0
comp_2a38d7334025,2020-12-19,2020-12-19,1,55000,1028,1028,2,0,4,0,0
comp_2a9c194dc9aa,2018-03-23,2022-10-31,5,802000,347,2030,4,4,0,11,1
comp_2af17e4ce596,2016-03-22,2018-01-31,3,40000,2081,2761,2,2,1,0,0
comp_2afa8c286f27,2020-07-04,2023-06-30,4,70000,105,1196,1,0,1,3,0
comp_2b2d2f59240c,2020-10-31,2023-05-15,3,59000,151,1077,2,3,1,1,0
comp_2b2dd83ab017,2020-03-28,2021-05-26,5,56000,870,1294,3,0,1,3,1
comp_2b41638f1287,2018-12-01,2018-12-01,1,15000,1777,1777,1,0,1,0,0
comp_2b748edb7d6c,2020-08-29,2023-08-28,4,72000,46,1140,1,0,1,3,0
comp_2bf22e16ca2c,2022-07-29,2022-10-04,2,41000,374,441,4,0,4,0,0
comp_2c0aaaeae9d2,2021-11-20,2021-11-20,1,12000,692,692,1,0,1,0,0
comp_2c2ad78954e5,2023-02-20,2023-03-19,2,21000,208,235,1,0,2,0,0
comp_2c5127890a40,2023-05-19,2023-05-19,1,11000,147,147,1,0,1,0,0
comp_2c69247fdfd7,2020-02-28,2021-02-28,2,27000,957,1323,1,0,1,1,0
comp_2c8d9e199b93,2014-08-28,2015-02-10,2,20000,3167,3333,1,,,,
comp_2c9f2626c8f3,2015-01-28,2023-05-28,14,283000,138,3180,6,0,0,13,0
comp_2cc5cd5e15c7,2017-10-09,2021-09-07,8,86000,766,2195,3,1,0,5,0
comp_2cfc58315e20,2018-04-27,2023-05-28,9,196000,138,1995,4,0,0,10,0
comp_2d045c4723f9,2015-03-10,2015-09-10,2,27000,2955,3139,1,0,1,0,0
comp_2d06c363dbfc,2020-03-22,2023-07-29,10,174000,76,1300,2,0,1,8,4
comp_2d0ed1c7cc6a,2020-10-17,2023-09-16,11,110000,27,1091,1,3,1,1,6
comp_2d3ae0818ad5,2020-12-26,2023-03-10,4,74000,217,1021,2,0,1,3,1
comp_2d5a7ee758e4,2015-04-16,2022-12-20,10,153000,297,3102,3,0,1,6,1
comp_2d6b5d786f15,2020-12-27,2021-02-06,2,47000,979,1020,2,0,2,1,0
comp_2d8ad5d89786,2021-05-11,2021-05-11,1,28000,885,885,2,0,2,0,0
comp_2da3f008aac6,2019-08-23,2019-09-21,2,42000,1483,1512,2,0,2,2,0
comp_2dcc84e81791,2014-09-11,2015-12-11,12,235000,2863,3319,3,0,3,0,0
comp_2de5b0554cb8,2022-04-22,2022-04-22,1,11000,539,539,1,0,1,0,0
comp_2e23374d296e,2020-05-16,2021-05-23,2,22000,873,1245,1,0,1,1,0
comp_2e24a5d07b00,2015-11-24,2023-02-21,12,483000,234,2880,7,3,1,14,3
comp_2e294ccecb8a,2020-05-30,2020-05-30,1,10000,1231,1231,1,0,1,0,0
comp_2e462a0696f7,2019-06-29,2023-04-29,8,467000,167,1567,5,0,2,14,0
comp_2e4703ee5e29,2018-06-08,2019-02-16,6,140000,1700,1953,2,3,1,10,0
comp_2e6375154559,2022-11-29,2022-11-29,1,43000,318,318,2,0,3,0,0
comp_2e6ed2a9b7cf,2020-12-27,2023-01-20,3,120000,266,1020,4,0,3,2,0
comp_2e90a58448ca,2015-11-24,2017-05-28,3,70000,2329,2880,4,0,1,0,0
comp_2e9bad63c9d2,2018-09-01,2018-09-11,2,41000,1858,1868,3,0,3,1,0
comp_2eba855f603f,2021-02-13,2021-02-13,1,21000,972,972,2,0,2,0,0
comp_2ecc6bb81d15,2019-08-23,2023-09-30,7,156000,13,1512,3,0,3,10,1
comp_2ed8e938a27b,2016-09-10,2016-09-10,1,11000,2589,2589,1,0,1,0,0
comp_2edd8ba84c81,2020-12-05,2021-12-05,2,21000,677,1042,1,0,1,1,0
comp_2ef51bc289ab,2020-12-01,2022-12-01,3,40000,316,1046,1,0,1,2,0
comp_2efdd399d1cd,2023-05-28,2023-05-28,1,26000,138,138,2,0,2,0,0
comp_2f0f2af90281,2020-04-25,2023-05-01,4,129000,165,1266,2,0,1,4,0
comp_2f3d2d7d203a,2021-07-18,2023-07-18,3,45000,87,817,1,1,0,2,0
comp_2f4f8ace4e99,2018-12-21,2023-04-30,10,406000,166,1757,4,0,1,17,0
comp_2f53c6ef45eb,2022-08-15,2023-09-12,2,61000,31,424,4,0,4,0,0
comp_2f5c91f64600,2020-06-17,2020-12-06,3,30000,1041,1213,1,0,1,2,0
comp_2f772a374ab7,2018-03-20,2023-01-28,17,350000,258,2033,3,0,1,27,0
comp_2f964b53a11f,2022-02-26,2023-08-08,3,75000,66,594,3,0,4,2,0
comp_2fa2df58c0ee,2020-10-06,2020-10-06,1,11000,1102,1102,1,0,1,0,0
comp_2fb780aa2278,2020-09-06,2022-10-02,3,52000,376,1132,4,0,4,1,0
comp_2fc9da678d60,2015-03-27,2015-05-16,3,80000,3072,3122,2,,,,
comp_2ff47693277b,2021-01-18,2021-01-18,2,31000,998,998,2,0,2,1,0
comp_300f83d85414,2022-10-10,2022-10-10,1,30000,368,368,3,0,3,0,0
comp_301a4da4fc56,2016-07-28,2017-07-28,2,28000,2268,2633,1,0,1,0,0
comp_3058d874b784,2020-12-22,2021-07-25,3,30000,810,1025,1,0,1,2,0
comp_30cd11eaae14,2020-11-24,2020-11-24,1,20000,1053,1053,1,0,2,0,0
comp_3161f2956f04,2020-09-23,2022-09-29,4,62000,379,1115,4,0,1,5,0
comp_316cbef25179,2016-02-19,2023-02-18,12,214000,237,2793,4,0,0,8,3
comp_3182b5943e8b,2021-01-16,2021-01-16,1,19000,1000,1000,1,0,1,0,0
comp_31b0d060fa86,2022-04-01,2023-04-01,3,75000,195,560,2,0,2,3,0
comp_31c112fbbef8,2021-01-31,2023-02-05,6,126000,250,985,2,2,4,6,0
comp_321a80e7e2cb,2018-09-01,2022-02-21,10,163000,599,1868,1,2,1,7,0
comp_32228686da09,2017-10-30,2023-06-01,6,87000,134,2174,1,2,0,2,1
comp_324238e4ec6e,2020-09-29,2020-09-29,1,17000,1109,1109,1,0,1,0,0
comp_32424cd37601,2017-11-15,2023-06-10,14,307000,125,2158,2,0,0,21,3
comp_32581df1fb02,2020-02-28,2023-02-28,5,653000,227,1323,3,0,1,11,5
comp_326747c05625,2021-02-13,2021-02-13,1,11000,972,972,1,0,1,0,0
comp_32b75265df43,2023-05-19,2023-09-26,3,33000,17,147,1,0,1,1,1
comp_32d441dc2671,2021-04-20,2023-05-26,3,85000,140,906,3,0,2,4,0
comp_32df1bfc472e,2016-02-26,2023-02-17,5,59000,238,2786,1,0,2,2,0
comp_32f1001bae0e,2018-05-25,2022-02-28,13,293000,592,1967,6,0,1,17,3
comp_3311c547fb6b,2021-03-28,2021-05-12,2,22000,884,929,1,0,1,1,0
comp_3313a8014dcd,2019-12-01,2022-12-28,6,142000,289,1412,4,2,3,6,0
comp_332bc306be79,2017-10-08,2023-02-19,9,152000,236,2196,4,1,0,7,1
comp_33377f5f8f86,2020-01-10,2020-01-10,1,12000,1372,1372,1,0,1,0,0
comp_333bb099560d,2017-07-12,2023-07-08,7,126000,97,2284,1,0,0,7,0
comp_3354bcc66cae,2020-06-30,2021-09-30,3,197000,743,1200,1,0,1,2,0
comp_3363359c567e,2023-04-05,2023-04-05,1,30000,191,191,3,0,3,0,0
comp_3365c1b5d1c1,2017-10-08,2020-12-30,3,52000,1017,2196,3,2,1,0,0
comp_33a10866d38c,2022-03-29,2023-08-03,5,128000,71,563,2,0,1,10,0
comp_33e0031647c5,2020-03-14,2023-03-14,4,51000,213,1308,2,0,1,3,0
comp_33f3ffcc6451,2021-02-15,2021-03-14,1,22000,943,970,2,0,2,0,0
comp_344059a0e28d,2019-02-15,2022-12-26,5,90000,291,1701,2,1,1,3,0
comp_3441cd815ac9,2018-01-09,2019-01-11,3,70000,1736,2103,2,0,3,3,0
comp_34701b1d18b0,2020-05-11,2022-01-23,3,41000,628,1250,2,1,2,0,1
comp_347434998fcb,2018-04-30,2023-07-30,27,546000,75,1992,2,0,1,44,7
comp_348145c0808c,2022-08-08,2023-09-29,2,43000,14,431,2,0,2,1,0
comp_34b820fd4cf1,2021-10-04,2022-10-24,2,50000,354,739,4,0,2,3,0
comp_350d5426e7dd,2014-11-10,2015-11-13,2,24000,2891,3259,1,,,,
comp_3521c2aa55c1,2019-09-13,2019-10-05,3,31000,1469,1491,2,0,1,2,0
comp_3529a4ba76ac,2017-05-15,2023-09-25,18,220000,18,2342,2,4,3,10,0
comp_35834ac193f6,2021-03-01,2023-03-01,3,45000,226,956,1,0,1,2,0
comp_35b3a82f79af,2016-05-14,2023-06-30,13,465000,105,2708,7,0,1,20,3
comp_35d3b8e97130,2020-12-30,2023-03-03,8,150000,224,1017,3,0,1,1,6
comp_35d4d389edc1,2018-11-17,2018-11-17,1,10000,1791,1791,1,0,1,0,0
comp_35da3061cec8,2020-09-22,2020-09-22,1,11000,1116,1116,1,0,1,0,0
comp_360856162a5e,2019-11-15,2023-01-01,5,176000,285,1428,3,0,1,11,1
comp_366cbb77ec03,2022-09-27,2022-09-27,1,18000,381,381,1,0,1,0,0
comp_3681c0fe36a2,2018-06-04,2022-10-17,6,94000,361,1957,3,1,1,4,1
comp_368989def9b0,2020-10-28,2021-07-11,2,34000,824,1080,2,0,1,0,1
comp_368db4527003,2022-05-02,2023-05-02,2,54000,164,529,2,0,2,2,0
comp_36cdc6da8320,2021-03-15,2023-05-19,8,142000,147,942,2,0,1,5,6
comp_36dfe8256f6a,2022-07-09,2022-07-09,1,30000,461,461,3,0,3,0,0
comp_371052c72270,2018-09-01,2023-03-28,6,80000,199,1868,4,3,0,2,1
comp_3718394bbf74,2021-02-09,2023-02-09,3,57000,246,976,2,0,1,3,0
comp_371a2d08ef6a,2014-10-27,2023-06-28,24,258000,107,3273,2,7,1,3,2
comp_375a743b14b1,2023-02-07,2023-02-07,1,11000,248,248,1,0,1,0,0
comp_376bd2f9af9b,2022-03-11,2022-03-11,1,12000,581,581,1,0,1,0,0
comp_376f6ccdef92,2023-03-12,2023-03-12,1,14000,215,215,1,0,1,0,0
comp_3793fe08915b,2018-04-08,2023-05-10,8,258000,156,2014,2,0,1,18,0
comp_37c1fc694fc6,2020-07-14,2023-03-18,4,81000,209,1186,5,0,2,3,3
comp_37ce93f7602a,2020-11-02,2023-08-04,3,30000,70,1075,1,0,2,1,0
comp_386b3525f742,2018-02-03,2018-02-03,1,11000,2078,2078,1,,,,
comp_387bbd9fecca,2015-08-01,2022-10-23,12,607000,355,2995,6,3,0,13,4
comp_38a382ab8d38,2020-09-06,2023-02-26,6,145000,229,1132,3,0,2,9,1
comp_38cd1756c34c,2020-05-24,2022-12-11,4,158000,306,1237,3,0,5,3,0
comp_38e0bd258b0f,2022-07-01,2022-07-01,1,10000,469,469,1,0,1,0,0
comp_38e9529e8e84,2021-10-17,2022-10-17,2,41000,361,726,4,0,1,3,0
comp_38ef23489a02,2018-04-07,2019-11-14,7,93000,1429,2015,2,0,1,7,0
comp_3945c17a44b9,2020-01-01,2023-01-01,4,131000,285,1381,3,0,2,8,0
comp_395d2f79384a,2016-11-21,2021-06-02,4,73000,863,2517,3,1,1,0,0
comp_399ecf1e4962,2021-12-15,2022-12-15,2,77000,302,667,2,0,3,3,0
comp_39d3ca83f61c,2018-07-13,2021-02-13,4,78000,972,1918,2,0,1,6,0
comp_39e830d6c535,2020-01-10,2020-01-10,1,25000,1372,1372,2,0,2,0,0
comp_3a01db4fa0e1,2021-07-05,2022-10-29,5,68000,349,830,1,0,1,4,0
comp_3a21d97f263e,2021-03-24,2022-09-03,5,74000,405,933,2,2,1,4,0
comp_3a360deca706,2020-10-21,2022-09-20,2,22000,388,1087,2,0,2,0,0
comp_3a43ec65b507,2020-01-18,2022-01-23,3,38000,628,1364,2,0,1,2,0
comp_3a7464139021,2022-09-05,2022-09-05,1,11000,403,403,1,0,1,0,0
comp_3a7af3e7720e,2015-04-15,2021-04-20,11,133000,906,3103,2,0,1,6,2
comp_3a83fc5ff022,2022-12-12,2022-12-12,1,30000,305,305,3,0,3,0,0
comp_3ad395a14806,2016-03-02,2018-04-26,3,68000,1996,2781,3,,,,
comp_3b01578fca9d,2014-07-28,2022-12-26,15,622000,291,3364,6,0,1,5,0
comp_3b13ba84eaa2,2014-08-02,2016-08-14,19,210000,2616,3359,2,,,,
comp_3b16ea32dfaa,2016-01-26,2022-01-24,8,116000,627,2817,3,0,1,4,0
comp_3b2bd063d085,2016-12-01,2021-11-01,8,449000,711,2507,7,2,0,6,0
comp_3b4e65c0a6e6,2020-05-30,2023-06-28,7,152000,107,1231,2,0,2,5,3
comp_3ba241d96923,2020-05-12,2023-09-30,28,280000,13,1249,1,1,1,11,15
comp_3bd59a532e38,2015-12-22,2020-09-29,21,283000,1109,2852,3,0,0,19,2
comp_3be160e5cc3f,2020-07-28,2023-08-29,27,270000,45,1172,1,0,1,9,17
comp_3be77d073e2c,2021-06-09,2023-07-28,3,68000,77,856,3,0,1,5,0
comp_3c3111cc8339,2020-08-18,2022-08-18,4,120000,421,1151,4,0,3,8,0
comp_3c384a57de61,2014-10-17,2015-11-16,5,50000,2888,3283,2,0,1,0,0
comp_3c8f4b6f8413,2015-11-03,2015-11-03,1,11000,2901,2901,1,,,,
comp_3cb5dd440577,2020-12-19,2020-12-19,1,10000,1028,1028,1,0,1,0,0
comp_3cc2316592e9,2021-11-21,2021-11-21,1,10000,691,691,1,0,1,0,0
comp_3cc54e70b962,2017-12-23,2017-12-23,1,22000,2120,2120,1,0,2,0,0
comp_3cd86fdf7c69,2021-03-07,2021-03-07,1,11000,950,950,1,0,1,0,0
comp_3d00a13123f2,2017-08-22,2017-08-22,1,17000,2243,2243,1,,,,
comp_3d17a736af62,2015-03-28,2022-08-29,13,223000,410,3121,4,1,1,9,6
comp_3d43508666c1,2015-07-28,2019-09-20,7,171000,1484,2999,4,6,0,3,0
comp_3d6011f5cf6b,2018-06-25,2021-06-01,3,51000,864,1936,1,1,1,1,0
comp_3e1a3c54b679,2020-01-24,2020-12-16,2,20000,1031,1358,1,1,0,1,0
comp_3e2a85f7e839,2020-03-28,2022-03-28,3,56000,564,1294,1,0,1,2,0
comp_3e308731b0a7,2019-01-27,2023-05-28,2,48000,138,1720,2,0,3,0,0
comp_3e46fdfcdebe,2019-04-12,2023-04-12,5,167000,184,1645,2,0,1,7,0
comp_3e47c5bf9f17,2019-04-12,2019-04-12,1,22000,1645,1645,2,0,2,0,0
comp_3e5f256021a1,2015-01-26,2023-02-03,11,217000,252,3182,5,1,0,3,0
comp_3e6965c28f37,2018-10-13,2018-10-13,1,10000,1826,1826,1,0,1,0,0
comp_3e6f6b2fac45,2015-03-01,2017-03-01,3,42000,2417,3148,1,,,,
comp_3e77dde288af,2020-05-30,2022-06-14,4,293000,486,1231,2,0,4,9,1
comp_3e7aed409eed,2020-05-31,2022-07-18,3,33000,452,1230,1,1,1,1,0
comp_3e822af6352d,2022-08-21,2023-08-21,2,52000,53,418,4,0,4,1,0
comp_3e9246019585,2020-04-29,2022-11-19,3,61000,328,1262,3,1,3,0,1
comp_3e92e3fd83b1,2020-07-18,2021-08-18,2,62000,786,1182,3,0,2,2,0
comp_3e98565708a4,2015-05-17,2015-05-17,1,10000,3071,3071,1,0,1,0,0
comp_3f526496d3a2,2016-09-06,2023-03-19,9,416000,208,2593,6,1,0,7,0
comp_3f530ff8143d,2021-04-30,2021-04-30,1,25000,896,896,2,0,2,0,0
comp_3f61d315de16,2014-09-15,2023-09-15,13,269000,28,3315,5,0,1,12,0
comp_3f9106a844f1,2018-07-03,2019-01-03,2,68000,1744,1928,4,0,2,3,0
comp_3fbaa12dc98d,2018-02-01,2020-02-01,3,72000,1350,2080,2,0,0,1,0
comp_3fd4094e710d,2022-05-13,2022-05-13,1,10000,518,518,1,0,1,0,0
comp_3ffe4eac8293,2022-05-13,2023-05-28,2,26000,138,518,1,0,1,1,0
comp_40112db2be46,2014-10-12,2022-10-14,9,100000,364,3288,2,0,0,0,4
comp_401f37f2950d,2022-08-19,2023-09-01,5,61000,42,420,2,0,3,1,1
comp_40521f94a70c,2014-08-09,2023-09-17,15,193000,26,3352,2,4,0,5,0
comp_40725d3f6696,2021-06-25,2021-06-25,1,10000,840,840,1,0,1,0,0
comp_407377e1ce5d,2022-10-25,2022-10-25,1,36000,353,353,2,0,3,0,0
comp_40741fd7c65f,2017-01-09,2022-02-09,15,654000,611,2468,8,0,2,16,0
comp_409fa64e7cde,2021-06-07,2022-06-07,2,36000,493,858,1,0,1,1,0
comp_40ada8794299,2020-05-13,2022-05-13,3,33000,518,1248,1,0,1,2,0
comp_40b8ceba50e5,2022-12-23,2022-12-23,1,938000,294,294,4,0,5,0,0
comp_40ba79e21243,2014-01-22,2023-07-18,26,334000,87,3551,2,0,1,11,2
comp_40f2d59b4ea8,2022-03-06,2022-03-06,1,30000,586,586,2,0,3,0,0
comp_411031bc3e4d,2015-08-17,2023-01-22,11,231000,264,2979,4,0,1,9,0
comp_411cb30df11f,2020-08-17,2020-08-17,1,11000,1152,1152,1,0,1,0,0
comp_412dc78d0fb8,2015-11-10,2022-10-11,11,315000,367,2894,2,2,1,1,4
comp_413f59beab5a,2019-12-13,2020-12-13,2,44000,1034,1400,1,0,1,1,0
comp_4145e1d8cc99,2020-09-09,2023-02-15,17,191000,240,1129,4,0,4,2,13
comp_414d9ea560c5,2018-02-18,2018-02-18,1,18000,2063,2063,1,0,1,0,0
comp_41807133c00a,2021-09-04,2021-09-04,1,11000,769,769,1,0,1,0,0
comp_4183fd8f65b5,2022-08-30,2022-08-30,1,32000,409,409,2,0,2,0,0
comp_4189385596aa,2016-03-04,2016-03-04,2,20000,2779,2779,2,,,,
comp_41a698f05ba4,2018-02-27,2020-02-27,6,72000,1324,2054,2,0,1,5,0
comp_41c2b8d2eb25,2019-09-02,2023-02-14,5,176000,241,1502,5,0,4,9,0
comp_41cd28e4af1f,2019-07-01,2020-07-01,3,56000,1199,1565,2,0,2,3,0
comp_4206ef8f0528,2015-09-04,2015-09-04,1,11000,2961,2961,1,0,1,0,0
comp_4210a94bb7eb,2021-08-17,2021-10-23,3,30000,720,787,1,0,1,2,0
comp_42147a36cbeb,2022-01-15,2023-01-15,2,40000,271,636,4,0,1,3,0
comp_4240005d9d46,2019-11-16,2021-02-20,5,51000,965,1427,1,1,2,2,0
comp_424af42c6df2,2020-06-22,2020-06-22,1,10000,1208,1208,1,0,1,0,0
comp_425a24373271,2016-04-06,2016-04-06,1,10000,2746,2746,1,0,1,0,0
comp_425a367de9bb,2019-07-20,2019-07-20,1,32000,1546,1546,2,0,3,0,0
comp_4266524e0ff6,2014-10-25,2014-11-22,2,22000,3247,3275,1,0,1,0,0
comp_42728f6442d9,2021-02-15,2021-02-15,1,27000,970,970,2,0,2,0,0
comp_427f8a270198,2019-04-30,2023-05-31,8,319000,135,1627,2,0,3,19,0
comp_4283807fb360,2019-08-02,2020-08-02,2,53000,1167,1533,3,0,3,1,0
comp_429a708d44f7,2020-10-28,2021-11-28,2,52000,684,1080,2,0,3,1,0
comp_42a46c4cedb2,2020-05-11,2020-05-11,1,10000,1250,1250,1,0,1,0,0
comp_42aa23c73a58,2020-09-26,2023-05-19,5,88000,147,1112,2,0,1,1,4
comp_42cf1ddc1f5d,2021-11-15,2022-03-20,2,20000,572,697,1,0,2,0,0
comp_42f1d86a1411,2016-02-02,2023-01-31,17,575000,255,2810,6,0,0,21,1
comp_42f80963e7e7,2017-11-25,2017-12-30,2,21000,2113,2148,1,,,,
comp_430f51b67e70,2020-07-22,2023-08-29,4,63000,45,1178,1,0,1,3,0
comp_435f2fd2a0dc,2018-09-16,2023-09-16,19,512000,27,1853,2,0,12,19,6
comp_4375f1a7b7ab,2018-02-03,2018-02-03,1,12000,2078,2078,1,0,1,0,0
comp_43c61be26e53,2019-02-22,2020-03-31,2,54000,1291,1694,2,0,2,2,0
comp_43c9ce57b56e,2016-11-29,2019-09-03,6,123000,1501,2509,2,3,1,2,0
comp_43ca7bf45ca2,2014-12-01,2023-09-01,10,231000,42,3238,4,0,2,9,0
comp_43db4014819b,2015-11-10,2015-11-10,1,11000,2894,2894,1,0,1,0,0
comp_441310bbedbc,2020-02-24,2020-02-24,1,22000,1327,1327,2,0,2,0,0
comp_4427a537414a,2016-03-02,2021-10-30,8,136000,713,2781,3,0,1,5,0
comp_44a00c948a0e,2015-05-22,2016-06-29,2,29000,2662,3066,1,,,,
comp_44ac470062cd,2015-03-20,2021-03-10,4,94000,947,3129,4,0,5,0,1
comp_44ad7d774249,2016-01-30,2017-12-06,2,56000,2137,2813,2,,,,
comp_44b4f82c88f4,2020-06-07,2020-06-07,1,11000,1223,1223,1,0,1,0,0
comp_44bc47db00aa,2018-11-20,2018-11-20,1,15000,1788,1788,1,0,1,0,0
comp_44be4a7bcf91,2020-09-07,2023-03-27,6,61000,200,1131,1,1,1,1,3
comp_453c29457fee,2020-09-14,2020-09-14,1,10000,1124,1124,1,0,1,0,0
comp_455809deb7a1,2020-06-20,2020-07-20,8,80000,1180,1210,1,0,1,7,0
comp_45a24280328a,2014-10-01,2017-10-29,2,22000,2175,3299,1,0,1,0,0
comp_45b128ca732f,2021-08-21,2022-08-21,2,41000,418,783,4,0,1,3,0
comp_45b252ef45ed,2017-01-21,2017-01-21,1,11000,2456,2456,1,,,,
comp_45bd8355b08c,2021-04-25,2021-04-25,1,10000,901,901,1,0,1,0,0
comp_45cd04a093b6,2015-12-21,2022-10-11,9,188000,367,2853,3,0,0,10,0
comp_461d7c888adb,2022-05-14,2023-05-19,4,73000,147,517,2,0,3,2,1
comp_461f7aad4d13,2022-11-19,2022-11-19,1,30000,328,328,3,0,3,0,0
comp_4624f00818a7,2017-09-09,2023-03-19,8,282000,208,2225,4,0,1,13,3
comp_46587b02859c,2015-11-01,2019-02-05,7,78000,1711,2903,1,0,1,1,0
comp_468a1f85630c,2022-08-07,2022-08-07,1,30000,432,432,3,0,3,0,0
comp_46acbc016e29,2021-04-26,2022-05-03,2,20000,528,900,1,0,1,1,0
comp_46bef2e65ba8,2018-05-29,2018-06-12,8,80000,1949,1963,2,0,1,7,0
comp_46dedaeb28d1,2020-09-17,2023-08-30,7,603000,44,1121,4,0,8,10,0
comp_46ee82406c78,2015-09-20,2016-10-24,4,44000,2545,2945,1,0,1,0,0
comp_470732f458a0,2018-03-25,2023-04-23,12,199000,173,2028,3,1,1,11,1
comp_4742593c93a7,2022-06-06,2022-06-06,1,49000,494,494,2,0,4,0,0
comp_476c1de67605,2017-10-21,2021-04-04,5,51000,922,2183,2,2,0,0,0
comp_47765c74f995,2015-10-02,2023-09-01,12,207000,42,2933,4,1,0,9,1
comp_47bd4b2f6d31,2021-08-28,2022-03-15,3,33000,577,776,1,0,1,0,2
comp_47befbadb725,2020-03-09,2023-04-22,9,351000,174,1313,5,0,1,13,4
comp_47ed69ad64b2,2020-12-13,2020-12-13,1,10000,1034,1034,1,0,1,0,0
comp_4829f2060c15,2020-05-05,2023-08-31,5,78000,43,1256,1,0,1,4,0
comp_484be2aad873,2016-01-01,2019-09-19,7,102000,1485,2842,2,0,0,2,0
comp_484c4fc240cf,2021-05-18,2023-09-30,3,37000,13,878,1,0,2,1,0
comp_486e6bb62077,2014-08-25,2015-11-27,8,82000,2877,3336,1,0,1,0,0
comp_4880f02ed303,2018-05-28,2022-12-23,13,207000,294,1964,2,0,1,13,5
comp_48ab1190c0c9,2016-02-14,2023-08-23,9,181000,51,2798,2,0,1,10,0
comp_48bfb7eb3f8d,2020-03-18,2020-03-18,1,24000,1304,1304,2,0,2,0,0
comp_48c50bf15090,2022-11-11,2022-11-11,1,10000,336,336,1,0,1,0,0
comp_48c86e1c471e,2015-02-10,2019-08-26,8,103000,1509,3167,2,0,0,2,0
comp_490e525fa69d,2014-11-08,2018-12-15,5,77000,1763,3261,1,3,1,0,0
comp_491437e2bc34,2020-09-25,2020-09-25,1,11000,1113,1113,1,0,1,0,0
comp_4916fe35f3aa,2018-10-22,2018-10-22,1,11000,1817,1817,1,0,1,0,0
